AUC,ACC,NLL,RMSE,ECE,Brier,REL,RES,n_events,kc_id,dataset,model,level,seed
0.6585854592180578,0.754836663495084,0.8483425629061773,0.4504788231028701,0.1641076859431166,0.2029311700641469,0.03455740271913977,0.010406829461655375,3153,114,xes3g5m,dkt,t50,42
0.9236586600911472,0.7638146167557932,0.6308128416546844,0.4263427445580454,0.18646818494387699,0.18176813583728674,0.05870117123294941,0.052609220934860264,1122,115,xes3g5m,dkt,t50,42
0.5226483349423527,0.39217877094972065,1.7072832034367844,0.6980338181996785,0.48646961049953613,0.48725121135042176,0.27143929393979777,0.009940789953771293,895,116,xes3g5m,dkt,t50,42
0.43202754151478334,0.7085601187530925,1.0587044762562796,0.48484122861749596,0.2381891369635773,0.235071016967323,0.08444659509004368,0.0016001899935247973,2021,117,xes3g5m,dkt,t50,42
0.49066833206618155,0.49727767695099817,2.2158821859244378,0.6664233973727677,0.4034182238547757,0.44412014456586185,0.2465613190361268,0.004881954146340255,1653,118,xes3g5m,dkt,t50,42
0.5029485770454045,0.6499193981730252,1.0294492282459162,0.522431066183024,0.26494011967753633,0.2729342189131313,0.13480871243527778,0.000826480089856222,3722,121,xes3g5m,dkt,t50,42
0.6073584905660377,0.8356940509915014,0.7996018310135221,0.3879793351826251,0.14559529425191137,0.15052796452875178,0.02656800631464939,0.0038086146453118336,353,129,xes3g5m,dkt,t50,42
0.5888708941911776,0.7848434925864909,0.6407652732548164,0.4110190357882808,0.15107532875210392,0.16893664778032805,0.041690229577158885,0.0022779913166579516,3035,131,xes3g5m,dkt,t50,42
0.532255355900487,0.7639751552795031,0.7853807532097878,0.42563846481883133,0.20204102364947196,0.18116810273333153,0.08255871083099575,0.0021078760672820656,644,137,xes3g5m,dkt,t50,42
0.7415455654610906,0.8355104015481374,0.5431135065300553,0.36331128325536044,0.11463799023630365,0.13199508854065675,0.019516009468262707,0.016016365044620586,6201,139,xes3g5m,dkt,t50,42
0.710351478566631,0.81784873069877,0.6033454487747038,0.37798683603552424,0.12662737810554814,0.14287404821614627,0.032092811103120886,0.007727227752365568,7642,14,xes3g5m,dkt,t50,42
0.4978740291399739,0.9666381522668948,0.23927272814369338,0.20490892416662448,0.05275021892413813,0.04198766720312346,0.0164662628506698,0.00045016297940968686,1169,143,xes3g5m,dkt,t50,42
0.7370641169853769,0.8994614003590664,0.35487865752237635,0.28727378609126875,0.05985954397690739,0.08252622817521203,0.01297165080105843,0.010711692247039092,557,159,xes3g5m,dkt,t50,42
0.6345908663004884,0.5917487684729064,0.8736232549030215,0.5318389638173172,0.23312406131467672,0.2828526834342776,0.08868932954304347,0.011346937187510894,1624,0,xes3g5m,simplekt,full,42
0.708735154047229,0.7704819277108433,1.0197056327321252,0.44574161913651994,0.1774249718019329,0.1986855910304464,0.038017074438054334,0.01896595925540831,1660,1,xes3g5m,simplekt,full,42
0.7831152573534761,0.7820241503796838,0.632428837196966,0.4125947421681068,0.12573557698609372,0.17023442126476654,0.018601568321947554,0.03905712094170139,8033,10,xes3g5m,simplekt,full,42
0.769254735792622,0.8009868421052632,0.6034912509893111,0.3993168738217555,0.11927572764800151,0.15945396571877982,0.018530055278331285,0.03143366363049442,608,100,xes3g5m,simplekt,full,42
0.6586543997769657,0.6909000989119684,0.723609727973098,0.46772975714974235,0.15305684754969487,0.21877112572335694,0.03158328908594345,0.014864128605989423,2022,101,xes3g5m,simplekt,full,42
0.9568437944828257,0.9222351911292676,0.22645573755880175,0.24512808432965616,0.03965758384388611,0.06008777772712702,0.002846895566937654,0.08936353309018386,6854,102,xes3g5m,simplekt,full,42
0.9860659439927733,0.9529652351738241,0.1607582110205779,0.1995319034937776,0.03979108834888502,0.03981298051185018,0.007313619323809387,0.1519426148461799,489,103,xes3g5m,simplekt,full,42
0.710542201190696,0.8293538531175738,0.49611081786942907,0.3705248524073414,0.08292710452157276,0.13728866625148214,0.007711888840511914,0.013495526731821824,8837,104,xes3g5m,simplekt,full,42
