AUC,ACC,NLL,RMSE,ECE,Brier,REL,RES,n_events,n_pos,n_neg,kc_id,dataset,model,level,seed
0.5794728898177174,0.8552278820375335,0.42616773637400657,0.3541361063924556,0.057184810133466116,0.1254123818508086,0.005131320364224012,0.003408143119287527,373,319,54,110,assist2012,dkt,t500,42
0.552872553559161,0.5519686965028124,0.6833041533354831,0.4951289995781274,0.07867718309411854,0.24515272622323725,0.012213621099791806,0.003940734453389476,4089,2508,1581,12,assist2012,dkt,t500,42
0.6549700113599352,0.6808118081180812,0.6066253933807338,0.4555608699387611,0.05115153067674079,0.20753570621936082,0.004720921831798912,0.015372140876082798,3794,2569,1225,13,assist2012,dkt,t500,42
0.6533072817384674,0.8606271777003485,0.41017848699577064,0.3518447371789803,0.061168889862319706,0.12379471908054572,0.007491262150659206,0.011021124742230378,287,244,43,14,assist2012,dkt,t500,42
0.641816949636182,0.7498215560314061,0.5485428891546563,0.4249666987285019,0.09427987263510688,0.1805966950282013,0.0118478275510322,0.01028703371976806,2802,2150,652,15,assist2012,dkt,t500,42
0.6556725617756396,0.7304582210242587,0.5641751624737695,0.4337298681196046,0.04388224375195742,0.18812159849904964,0.00405978628911733,0.014005499680683561,1484,1076,408,16,assist2012,dkt,t500,42
0.6678765792031098,0.6345256609642301,0.6453378695979436,0.47701005060729407,0.07168136248553338,0.22753858838037325,0.006714826653771045,0.028471450701364292,643,343,300,166,assist2012,dkt,t500,42
0.5881952270438924,0.5701805474665114,0.6833141405807213,0.49480811730312313,0.05132154001483893,0.24483507294906126,0.004543750461367573,0.0067564847256704865,3434,1535,1899,17,assist2012,dkt,t500,42
0.5809809471436889,0.7357539082198689,0.6143517551227847,0.4489356437842225,0.0904404056839461,0.2015432122599543,0.010418389277281618,0.0053035471969973364,3966,2900,1066,18,assist2012,dkt,t500,42
0.5332883490778229,0.6526717557251909,0.6552158745129041,0.4809593800687084,0.07425634779092917,0.23132192527607634,0.008324416256877031,0.0036414626803373987,262,171,91,181,assist2012,dkt,t500,42
0.4522522522522523,0.6634615384615384,0.6599813237721203,0.48163967273410624,0.19983830045049006,0.23197677435141698,0.05593001729824444,0.030881124985375992,104,74,30,192,assist2012,dkt,t500,42
0.5902777777777778,0.5737704918032787,0.6817336614423566,0.49436391849922096,0.06731884059358814,0.24439568391390437,0.007474825224949795,0.013777283711441195,183,87,96,203,assist2012,dkt,t500,42
0.642379964282392,0.6276098473044562,0.6448813370967813,0.4757525743002223,0.08677697216296126,0.2263405119532885,0.008987916901565291,0.014279149974020567,3209,2038,1171,21,assist2012,dkt,t500,42
0.7133163698049194,0.6626506024096386,0.5939835804524474,0.45232417924565743,0.06100614512541206,0.2045971631302576,0.006107065770548488,0.03453829928405761,415,262,153,217,assist2012,dkt,t500,42
0.6787982497122896,0.7262443438914027,0.5542879464212797,0.43058809710096213,0.03022615051916822,0.18540610936502758,0.0014029002565827428,0.018747611541717366,2652,1901,751,22,assist2012,dkt,t500,42
0.7632857142857143,0.8524590163934426,0.37287764327365464,0.3381882748729407,0.036531802311621085,0.11437130926153567,0.003406791656386485,0.01780835093535299,915,775,140,24,assist2012,dkt,t500,42
0.638577502899111,0.6169014084507042,0.6533245215546531,0.4802720227526703,0.050758890828616184,0.23066121583894142,0.003980345878060277,0.02069406168627845,355,199,156,240,assist2012,dkt,t500,42
0.6732075260961494,0.8098741529525654,0.45871235184149584,0.3799513413597673,0.02266598707939509,0.14436302180108646,0.0011382205958253336,0.011403264442155399,5165,4174,991,25,assist2012,dkt,t500,42
0.6722070390732724,0.8048780487804879,0.48165428923982095,0.390253176156847,0.04550985780703582,0.1522975415005071,0.002700941587812386,0.013519314090143552,1312,1041,271,26,assist2012,dkt,t500,42
0.6245089907528508,0.6891551071878941,0.6061635892275167,0.4554507641370523,0.053331624855103,0.20743539855302484,0.004040381930847212,0.010386163827706043,6344,4385,1959,27,assist2012,dkt,t500,42
0.6580876992558967,0.7054589707927678,0.5909912180279628,0.4484388711727438,0.03744643985168159,0.2010974211786847,0.0018060816035333077,0.016184656067729397,28760,19702,9058,280,assist2012,dkt,t500,42
0.5704550617096994,0.6303317535545023,0.6548137015790638,0.4783444117284015,0.08494906607679846,0.22881337623179046,0.01855104885290738,0.012263752102540425,422,281,141,287,assist2012,dkt,t500,42
0.7860132158590307,0.7850162866449512,0.4766497678208269,0.3925818039030158,0.060789766451434864,0.15412047275574595,0.006808536563007508,0.04584228726902949,307,227,80,290,assist2012,dkt,t500,42
0.5714870110817704,0.5717084639498433,0.6815619928213446,0.49388267013477083,0.04215284446283566,0.24392009185945085,0.003444436982347092,0.004104518163806489,2552,1458,1094,294,assist2012,dkt,t500,42
0.4977509383902078,0.5889387144992526,0.6670581625772449,0.4870625153034755,0.07624776574528268,0.2372298938137483,0.011280506365017274,0.0009428311027462095,2007,1314,693,1,assist2012,dkt,t100,42
0.6151691495965239,0.5966542750929368,0.6665778886712393,0.4867055612066591,0.15155113108982385,0.23688230330948898,0.026969100159619074,0.012375102976591477,538,358,180,101,assist2012,dkt,t100,42
0.5460630454816502,0.7822242903676129,0.5368565602459989,0.4190950561227616,0.09665026048717526,0.1756406660665407,0.017594763981906954,0.0012352746111454608,2149,1720,429,103,assist2012,dkt,t100,42
0.7412357339630067,0.70817843866171,0.5494275832074118,0.4325469186144532,0.059468336929619094,0.1870968368028584,0.004790484070963867,0.03415760595283341,538,363,175,105,assist2012,dkt,t100,42
